2022-01-31 12:05:27, -15, 4
2022-01-31 12:05:27, -35, 5
2022-01-31 12:05:27, -70, 8
2022-01-31 12:05:27, -30, 8
2022-01-31 12:05:27, 2, 8
2022-01-31 12:05:27, 22, 8
2022-01-31 12:05:27, 15, 8
2022-01-31 12:05:27, 19, 9
2022-01-31 12:05:27, -8, 4
2022-01-31 12:05:27, 8, 8
2022-01-31 12:05:27, -26, 15
2022-01-31 12:05:27, -44, 6
2022-01-31 12:05:27, -53, 9
2022-01-31 12:05:27, 9, 9
2022-01-31 12:05:27, -26, 7
2022-01-31 12:05:27, -13, 6
2022-01-31 12:05:27, -73, 17
2022-01-31 12:05:27, 26, 12
2022-01-31 12:05:27, -63, 7
2022-01-31 12:05:27, -43, 6
2022-01-31 12:05:27, 0, 8
2022-01-31 12:05:27, -42, 6
2022-01-31 12:05:28, 30, 12
2022-01-31 12:05:28, -10, 3
2022-01-31 12:05:28, -66, 8
2022-01-31 12:05:28, 25, 9
2022-01-31 12:05:28, -18, 4
2022-01-31 12:05:28, -34, 6
2022-01-31 12:05:28, -19, 15
2022-01-31 12:05:28, -29, 6
2022-01-31 12:05:28, 79, 17
2022-01-31 12:05:28, -60, 11
2022-01-31 12:05:28, -59, 16
2022-01-31 12:05:28, -21, 8
2022-01-31 12:05:28, -46, 9
2022-01-31 12:05:28, -16, 15
2022-01-31 12:05:28, 10, 6
2022-01-31 12:05:28, -15, 9
2022-01-31 12:05:28, -20, 2
2022-01-31 12:05:28, -48, 7
2022-01-31 12:05:28, 6, 5
2022-01-31 12:05:28, 3, 5
2022-01-31 12:05:28, -60, 11
2022-01-31 12:05:28, -20, 5
2022-01-31 12:05:28, -20, 2
2022-01-31 12:05:28, 2, 7
2022-01-31 12:05:28, -36, 8
2022-01-31 12:05:28, 36, 10
2022-01-31 12:05:28, -12, 3
2022-01-31 12:05:28, 16, 7
2022-01-31 12:05:28, 8, 6
2022-01-31 12:05:28, -51, 6
2022-01-31 12:05:28, -22, 5
2022-01-31 12:05:28, -33, 10
2022-01-31 12:05:28, 3, 10
2022-01-31 12:05:28, -110, 17
2022-01-31 12:05:28, 9, 6
2022-01-31 12:05:28, -70, 10
2022-01-31 12:05:28, 37, 11
2022-01-31 12:05:28, -5, 10
2022-01-31 12:05:28, -45, 6
2022-01-31 12:05:28, 7, 20
2022-01-31 12:05:28, -57, 7
2022-01-31 12:05:28, -33, 4
2022-01-31 12:05:28, 21, 15
2022-01-31 12:05:28, -20, 2
2022-01-31 12:05:28, -71, 8
2022-01-31 12:05:28, -12, 8
2022-01-31 12:05:28, -65, 8
2022-01-31 12:05:28, 42, 10
2022-01-31 12:05:28, -19, 6
2022-01-31 12:05:28, -79, 16
2022-01-31 12:05:29, -44, 8
2022-01-31 12:05:29, -45, 5
2022-01-31 12:05:29, 58, 16
2022-01-31 12:05:28, -19, 8
2022-01-31 12:05:29, -23, 5
2022-01-31 12:05:29, 98, 18
2022-01-31 12:05:29, -39, 9
2022-01-31 12:05:29, 7, 17
2022-01-31 12:05:29, -88, 20
2022-01-31 12:05:29, 122, 23
2022-01-31 12:05:29, -95, 15
2022-01-31 12:05:29, -37, 21
2022-01-31 12:05:29, -21, 6
2022-01-31 12:05:29, -63, 7
2022-01-31 12:05:29, 6, 16
2022-01-31 12:05:29, -32, 11
2022-01-31 12:05:29, -6, 8
2022-01-31 12:05:29, 14, 8
2022-01-31 12:05:29, -9, 7
2022-01-31 12:05:29, -20, 3
2022-01-31 12:05:29, -52, 11
2022-01-31 12:05:29, 22, 8
2022-01-31 12:05:29, -46, 5
2022-01-31 12:05:29, 101, 21
2022-01-31 12:05:29, -28, 6
2022-01-31 12:05:29, -16, 23
2022-01-31 12:05:29, -67, 8
2022-01-31 12:05:29, 76, 21
2022-01-31 12:05:29, 4, 5
2022-01-31 12:05:29, -106, 17
2022-01-31 12:05:29, -13, 8
2022-01-31 12:05:29, 15, 9
2022-01-31 12:05:29, 100, 22
2022-01-31 12:05:29, -46, 22
2022-01-31 12:05:29, 24, 9
2022-01-31 12:05:29, -196, 27
2022-01-31 12:05:29, -36, 35
2022-01-31 12:05:29, -107, 23
2022-01-31 12:05:29, -59, 8
2022-01-31 12:05:29, -19, 16
2022-01-31 12:05:29, -56, 6
2022-01-31 12:05:29, -6, 8
2022-01-31 12:05:29, 41, 23
2022-01-31 12:05:29, -46, 5
2022-01-31 12:05:29, 27, 8
2022-01-31 12:05:29, -81, 10
2022-01-31 12:05:29, -7, 9
2022-01-31 12:05:29, 6, 10
2022-01-31 12:05:29, -23, 10
2022-01-31 12:05:29, 10, 8
2022-01-31 12:05:29, 51, 27
2022-01-31 12:05:29, -24, 7
2022-01-31 12:05:29, -63, 8
2022-01-31 12:05:29, -21, 4
2022-01-31 12:05:29, -4, 11
2022-01-31 12:05:29, -51, 9
2022-01-31 12:05:29, 157, 35
2022-01-31 12:05:29, -40, 7
2022-01-31 12:05:29, 12, 6
2022-01-31 12:05:29, 0, 9
2022-01-31 12:05:29, 13, 8
2022-01-31 12:05:29, -49, 6
2022-01-31 12:05:29, -167, 28
2022-01-31 12:05:29, 1, 9
2022-01-31 12:05:29, -5, 21
2022-01-31 12:05:29, -31, 6
2022-01-31 12:05:29, 23, 9
2022-01-31 12:05:29, 32, 33
2022-01-31 12:05:29, 0, 7
2022-01-31 12:05:29, -75, 12
2022-01-31 12:05:29, -126, 19
2022-01-31 12:05:29, -23, 6
2022-01-31 12:05:29, 64, 23
2022-01-31 12:05:29, 16, 8
2022-01-31 12:05:29, 54, 18
2022-01-31 12:05:30, -23, 10
2022-01-31 12:05:30, -4, 9
2022-01-31 12:05:30, -22, 21
2022-01-31 12:05:30, 25, 8
2022-01-31 12:05:30, -72, 9
2022-01-31 12:05:30, -134, 21
2022-01-31 12:05:30, 20, 10
2022-01-31 12:05:30, -29, 18
2022-01-31 12:05:30, -33, 32
2022-01-31 12:05:30, 115, 35
2022-01-31 12:05:30, -25, 10
2022-01-31 12:05:30, 95, 20
2022-01-31 12:05:30, -39, 19
2022-01-31 12:05:30, -55, 34
2022-01-31 12:05:30, 5, 6
2022-01-31 12:05:30, 49, 11
2022-01-31 12:05:30, -10, 7
2022-01-31 12:05:30, 35, 19
2022-01-31 12:05:30, 25, 8
2022-01-31 12:05:30, 66, 17
2022-01-31 12:05:30, 126, 23
2022-01-31 12:05:30, 86, 36
2022-01-31 12:05:30, -7, 63
2022-01-31 12:05:30, -63, 7
2022-01-31 12:05:30, 16, 19
2022-01-31 12:05:30, 57, 29
2022-01-31 12:05:30, -73, 10
2022-01-31 12:05:30, 39, 16
2022-01-31 12:05:30, 41, 29
2022-01-31 12:05:30, -58, 10
2022-01-31 12:05:30, -87, 11
2022-01-31 12:05:30, -52, 10
2022-01-31 12:05:30, 22, 8
2022-01-31 12:05:30, 77, 21
2022-01-31 12:05:30, 13, 6
2022-01-31 12:05:30, -76, 19
2022-01-31 12:05:30, 13, 31
2022-01-31 12:05:30, 89, 44
2022-01-31 12:05:30, -13, 8
2022-01-31 12:05:30, 49, 16
2022-01-31 12:05:30, 11, 6
2022-01-31 12:05:30, -91, 11
2022-01-31 12:05:30, 21, 9
2022-01-31 12:05:30, -48, 11
2022-01-31 12:05:30, -35, 7
2022-01-31 12:05:30, -47, 6
2022-01-31 12:05:30, 20, 7
2022-01-31 12:05:30, -69, 8
2022-01-31 12:05:30, 27, 9
2022-01-31 12:05:30, -6, 12
2022-01-31 12:05:30, -163, 29
2022-01-31 12:05:30, 24, 10
2022-01-31 12:05:30, 40, 16
2022-01-31 12:05:30, 25, 9
2022-01-31 12:05:30, -2, 16
2022-01-31 12:05:30, 12, 6
2022-01-31 12:05:30, 3, 6
2022-01-31 12:05:30, -29, 7
2022-01-31 12:05:30, -135, 19
2022-01-31 12:05:31, 5, 8
2022-01-31 12:05:31, 43, 20
2022-01-31 12:05:31, 13, 6
2022-01-31 12:05:31, -68, 20
2022-01-31 12:05:31, -45, 9
2022-01-31 12:05:31, 0, 30
2022-01-31 12:05:31, 52, 11
2022-01-31 12:05:31, 11, 7
2022-01-31 12:05:31, -87, 23
2022-01-31 12:06:05, -2, 5
2022-01-31 12:06:05, -48, 6
2022-01-31 12:06:05, -48, 7
2022-01-31 12:06:05, -24, 6
2022-01-31 12:06:05, 24, 8
2022-01-31 12:06:05, -61, 7
2022-01-31 12:06:05, 18, 9
2022-01-31 12:06:05, 32, 10
2022-01-31 12:06:05, -5, 4
2022-01-31 12:06:05, -21, 5
2022-01-31 12:06:05, -13, 3
2022-01-31 12:06:05, 25, 9
2022-01-31 12:06:05, -69, 10
2022-01-31 12:06:05, 34, 10
2022-01-31 12:06:05, 3, 5
2022-01-31 12:06:05, -28, 9
2022-01-31 12:06:05, -22, 6
2022-01-31 12:06:05, 5, 6
2022-01-31 12:06:05, -40, 6
2022-01-31 12:06:05, -45, 8
2022-01-31 12:06:05, -36, 5
2022-01-31 12:06:05, -28, 4
2022-01-31 12:06:05, -5, 7
2022-01-31 12:06:05, -15, 4
2022-01-31 12:06:05, -24, 6
2022-01-31 12:06:05, -20, 9
2022-01-31 12:06:05, 18, 8
2022-01-31 12:06:05, -8, 7
2022-01-31 12:06:05, -9, 6
2022-01-31 12:06:05, 85, 17
2022-01-31 12:06:05, -5, 6
2022-01-31 12:06:05, 11, 6
2022-01-31 12:06:05, -20, 5
2022-01-31 12:06:05, 0, 8
2022-01-31 12:06:05, -35, 4
2022-01-31 12:06:05, -35, 6
2022-01-31 12:06:05, 10, 6
2022-01-31 12:06:05, 20, 7
2022-01-31 12:06:05, 14, 7
2022-01-31 12:06:05, -10, 5
2022-01-31 12:06:05, 0, 6
2022-01-31 12:06:05, -20, 5
2022-01-31 12:06:05, -53, 16
2022-01-31 12:06:05, -95, 11
2022-01-31 12:06:05, -13, 9
2022-01-31 12:06:05, -44, 8
2022-01-31 12:06:05, -47, 6
2022-01-31 12:06:05, -100, 16
2022-01-31 12:06:05, -54, 9
2022-01-31 12:06:05, 4, 6
2022-01-31 12:06:05, -25, 8
2022-01-31 12:06:05, -67, 11
2022-01-31 12:06:06, -12, 6
2022-01-31 12:06:06, 28, 9
2022-01-31 12:06:06, 23, 7
2022-01-31 12:06:06, 29, 8
2022-01-31 12:06:06, 25, 9
2022-01-31 12:06:06, -29, 5
2022-01-31 12:06:06, -26, 3
2022-01-31 12:06:06, -17, 15
2022-01-31 12:06:06, -11, 7
2022-01-31 12:06:06, -22, 8
2022-01-31 12:06:06, 14, 21
2022-01-31 12:06:06, 37, 11
2022-01-31 12:06:06, 34, 17
2022-01-31 12:06:06, -76, 17
2022-01-31 12:06:06, -62, 9
2022-01-31 12:06:06, -197, 27
